21.467392290	1
23.051383219	1
26.366553287	1
27.274421768	1
28.117732426	1
29.937709750	1
33.301972789	1
33.705260770	1
34.154693877	1
34.595283446	1
35.033650793	1
37.618253968	1
38.437188208	1
40.902653061	2
41.846553287	3
53.502040816	4
54.307165532	3
55.942380952	2
56.347959183	1
56.748843537	2
57.567346938	3
59.236643990	2
59.396643990	1
59.582403628	1
59.753242630	1
60.025714285	1
61.304920634	1
61.696213151	1
62.862426303	1
63.320430839	1
66.575260770	1
67.429433106	1
69.083854875	1
69.524625850	1
69.916643990	3
70.691950113	1
72.364988662	1
72.573968253	1
72.794557823	1
72.990770975	1
73.206122448	1
74.427755102	1
74.840793650	1
76.071065759	1
76.491859410	1
